,name,year,runtime,certificate,genre,rating,url,movie_id,nudity,nudity_none,nudity_mild,nudity_moderate,nudity_severe,violence,violence_none,violence_mild,violence_moderate,violence_severe,profanity,profanity_none,profanity_mild,profanity_moderate,profanity_severe,alcohol,alcohol_none,alcohol_mild,alcohol_moderate,alcohol_severe,frightening,frightening_none,frightening_mild,frightening_moderate,frightening_severe
104,Rise of the Guardians,(2012),97 min,PG,"Animation, Adventure, Family",7.3,http://www.imdb.com/title/tt1446192/,tt1446192,Severe,1,0,0,1,Mild,0,1,0,0,Mild,0,1,0,0,Mild,1,1,0,0,Mild,0,1,0,0
105,Savages,(2012),131 min,R,"Crime, Drama, Thriller",6.5,http://www.imdb.com/title/tt1615065/,tt1615065,Severe,0,0,0,1,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
106,Seven Psychopaths,(2012),110 min,R,"Comedy, Crime",7.2,http://www.imdb.com/title/tt1931533/,tt1931533,Mild,0,1,0,0,Severe,0,0,1,1,Moderate,0,0,1,0,Moderate,0,0,1,0,Mild,0,1,0,0
107,Sinister,(I) (2012),110 min,R,"Horror, Mystery, Thriller",6.8,http://www.imdb.com/title/tt1922777/,tt1922777,Mild,2,2,1,0,Severe,0,0,1,4,Moderate,0,0,4,0,Mild,0,3,1,0,Severe,0,0,0,4
108,Skyfall,(2012),143 min,PG-13,"Action, Adventure, Thriller",7.8,http://www.imdb.com/title/tt1074638/,tt1074638,Mild,0,1,0,0,Moderate,0,0,1,0,Moderate,0,0,1,0,Mild,0,1,0,0,Moderate,0,0,1,0
109,Snow White and the Huntsman,(2012),127 min,PG-13,"Action, Adventure, Drama",6.1,http://www.imdb.com/title/tt1735898/,tt1735898,Be the first to evaluate this category,0,0,0,0,Severe,0,0,0,1,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
110,Taken 2,(2012),92 min,PG-13,"Action, Crime, Thriller",6.3,http://www.imdb.com/title/tt1397280/,tt1397280,Moderate,0,0,1,0,Severe,0,0,0,1,Mild,0,1,0,0,Mild,0,1,0,0,Severe,0,0,0,1
111,Ted,(2012),106 min,R,"Comedy, Fantasy",7,http://www.imdb.com/title/tt1637725/,tt1637725,Severe,1,0,3,4,Moderate,0,1,3,2,Severe,0,1,1,3,Moderate,0,1,3,1,None,3,0,0,0
112,That's My Boy,(2012),116 min,R,Comedy,5.6,http://www.imdb.com/title/tt1232200/,tt1232200,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
113,This Is 40,(2012),134 min,R,"Comedy, Romance",6.2,http://www.imdb.com/title/tt1758830/,tt1758830,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
114,Total Recall,(I) (2012),118 min,PG-13,"Action, Adventure, Mystery",6.3,http://www.imdb.com/title/tt1386703/,tt1386703,Mild,0,1,0,0,Mild,0,1,0,0,Mild,0,1,0,0,Mild,0,1,0,0,Mild,0,1,0,0
115,Promised Land,(2012),106 min,R,Drama,6.6,http://www.imdb.com/title/tt2091473/,tt2091473,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
116,Wreck-It Ralph,(2012),101 min,PG,"Animation, Adventure, Comedy",7.7,http://www.imdb.com/title/tt1772341/,tt1772341,Mild,1,1,0,0,Moderate,0,1,2,0,Mild,1,1,0,0,Mild,1,1,0,0,Mild,0,2,0,0
117,Jack the Giant Slayer,(2013),114 min,PG-13,"Adventure, Fantasy",6.3,http://www.imdb.com/title/tt1351685/,tt1351685,Mild,0,1,0,0,Severe,0,0,0,1,Moderate,0,0,1,0,None,1,0,0,0,Moderate,0,0,1,0
118,Oz the Great and Powerful,(2013),130 min,PG,"Adventure, Family, Fantasy",6.3,http://www.imdb.com/title/tt1623205/,tt1623205,Mild,1,2,0,0,Moderate,0,0,2,0,Mild,0,1,0,0,Mild,0,1,0,0,Moderate,0,0,1,0
119,A Good Day to Die Hard,(2013),98 min,R,"Action, Thriller",5.3,http://www.imdb.com/title/tt1606378/,tt1606378,Be the first to evaluate this category,0,0,0,0,Severe,0,0,0,1,Severe,0,0,0,1,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
120,Trance,(I) (2013),101 min,R,"Crime, Drama, Mystery",6.9,http://www.imdb.com/title/tt1924429/,tt1924429,Moderate,0,0,1,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Mild,0,1,0,0,Be the first to evaluate this category,0,0,0,0
121,Side Effects,(I) (2013),106 min,R,"Crime, Drama, Thriller",7.1,http://www.imdb.com/title/tt2053463/,tt2053463,Moderate,0,0,1,0,Mild,0,1,0,0,Moderate,0,0,1,0,Moderate,0,0,1,0,Mild,0,1,0,0
122,Spring Breakers,(2012),94 min,R,"Crime, Drama",5.3,http://www.imdb.com/title/tt2101441/,tt2101441,Severe,0,0,0,2,Moderate,0,0,1,0,Severe,0,0,0,1,Severe,0,0,1,1,Severe,0,0,1,1
123,The Incredible Burt Wonderstone,(2013),100 min,PG-13,"Adventure, Comedy, Fantasy",5.9,http://www.imdb.com/title/tt0790628/,tt0790628,Mild,0,1,0,0,Mild,0,1,0,0,Mild,0,1,0,0,Be the first to evaluate this category,0,0,0,0,None,1,0,0,0
124,Disconnect,(I) (2012),115 min,R,"Drama, Thriller",7.6,http://www.imdb.com/title/tt1433811/,tt1433811,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
125,Mud,(2012),130 min,PG-13,Drama,7.4,http://www.imdb.com/title/tt1935179/,tt1935179,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
126,The Company You Keep,(2012),125 min,R,"Drama, Thriller",6.4,http://www.imdb.com/title/tt1381404/,tt1381404,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
127,Olympus Has Fallen,(2013),119 min,R,"Action, Drama, Thriller",6.5,http://www.imdb.com/title/tt2302755/,tt2302755,Moderate,1,0,1,0,Severe,0,0,0,1,Severe,0,0,0,1,Mild,0,1,0,0,Severe,0,0,0,1
128,The Place Beyond the Pines,(2012),140 min,R,"Crime, Drama, Thriller",7.3,http://www.imdb.com/title/tt1817273/,tt1817273,Be the first to evaluate this category,0,0,0,0,Moderate,0,0,1,0,Severe,0,0,0,1,Moderate,0,0,1,0,Moderate,0,0,1,0
129,G.I. Joe: Retaliation,(2013),110 min,PG-13,"Action, Adventure, Sci-Fi",5.8,http://www.imdb.com/title/tt1583421/,tt1583421,None,1,0,0,0,Moderate,0,0,1,0,Mild,0,1,0,0,None,1,0,0,0,Moderate,0,0,1,0
130,The Croods,(2013),98 min,PG,"Animation, Adventure, Comedy",7.2,http://www.imdb.com/title/tt0481499/,tt0481499,None,1,0,0,0,Mild,0,1,0,0,None,1,0,0,0,None,1,0,0,0,Mild,0,1,0,0
131,A Haunted House,(2013),86 min,R,"Comedy, Fantasy",5.1,http://www.imdb.com/title/tt2243537/,tt2243537,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
132,World War Z,(2013),116 min,PG-13,"Action, Adventure, Horror",7,http://www.imdb.com/title/tt0816711/,tt0816711,None,3,1,0,0,Moderate,0,2,2,0,Mild,1,2,2,0,Mild,0,2,0,0,Moderate,0,2,2,0
133,Oblivion,(I) (2013),124 min,PG-13,"Action, Adventure, Mystery",7,http://www.imdb.com/title/tt1483013/,tt1483013,Mild,0,1,0,0,Mild,0,1,0,0,Moderate,0,0,1,0,Mild,0,1,0,0,Mild,0,1,0,0
134,Ender's Game,(2013),114 min,PG-13,"Action, Fantasy, Sci-Fi",6.7,http://www.imdb.com/title/tt1731141/,tt1731141,Mild,0,1,0,0,Severe,0,0,0,1,Mild,0,1,0,0,Mild,0,1,0,0,Moderate,0,0,1,0
135,The Hobbit: The Desolation of Smaug,(2013),161 min,PG-13,"Adventure, Fantasy",7.9,http://www.imdb.com/title/tt1170358/,tt1170358,None,1,0,0,0,Moderate,0,0,1,0,None,1,0,0,0,None,1,0,0,0,Mild,0,1,0,0
136,Man of Steel,(2013),143 min,PG-13,"Action, Adventure, Fantasy",7.1,http://www.imdb.com/title/tt0770828/,tt0770828,None,2,0,0,0,Moderate,0,0,2,0,Mild,0,2,0,0,Mild,0,2,0,0,Moderate,0,0,2,0
137,Pacific Rim,(2013),131 min,PG-13,"Action, Adventure, Sci-Fi",7,http://www.imdb.com/title/tt1663662/,tt1663662,None,1,0,0,0,Moderate,0,0,1,0,Mild,0,1,0,0,None,1,0,0,0,Moderate,0,0,1,0
138,The Hunger Games: Catching Fire,(2013),146 min,PG-13,"Action, Adventure, Mystery",7.5,http://www.imdb.com/title/tt1951264/,tt1951264,Mild,0,1,0,0,Moderate,0,0,2,0,Moderate,0,0,1,0,Mild,0,1,0,0,Moderate,0,0,2,1
139,The Lone Ranger,(2013),150 min,PG-13,"Action, Adventure, Western",6.5,http://www.imdb.com/title/tt1210819/,tt1210819,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
140,The Wolverine,(2013),126 min,PG-13,"Action, Adventure, Sci-Fi",6.7,http://www.imdb.com/title/tt1430132/,tt1430132,Mild,0,1,0,0,Moderate,0,0,2,1,Moderate,0,0,2,0,Moderate,0,0,1,0,Severe,0,0,1,1
141,Elysium,(I) (2013),109 min,R,"Action, Drama, Sci-Fi",6.6,http://www.imdb.com/title/tt1535108/,tt1535108,Moderate,0,1,1,0,Severe,0,0,0,1,Severe,0,0,0,1,Moderate,0,0,1,0,Severe,0,0,0,1
142,After Earth,(2013),100 min,PG-13,"Action, Adventure, Sci-Fi",4.9,http://www.imdb.com/title/tt1815862/,tt1815862,Mild,0,1,0,0,Severe,0,0,1,1,Moderate,0,1,1,0,Mild,0,1,0,0,Severe,0,0,1,1
143,Iron Man Three,(2013),130 min,PG-13,"Action, Adventure, Sci-Fi",7.2,http://www.imdb.com/title/tt1300854/,tt1300854,Mild,1,4,0,0,Moderate,0,0,3,0,Mild,0,2,1,0,Mild,0,3,0,0,Moderate,0,0,3,0
144,This Is the End,(2013),107 min,R,"Comedy, Fantasy",6.6,http://www.imdb.com/title/tt1245492/,tt1245492,Moderate,4,0,2,5,Severe,0,0,1,1,Severe,0,0,0,3,Moderate,0,0,2,0,Moderate,0,0,1,0
145,R.I.P.D.,(2013),96 min,PG-13,"Action, Adventure, Comedy",5.6,http://www.imdb.com/title/tt0790736/,tt0790736,Mild,0,1,0,0,Moderate,0,0,1,0,Moderate,0,0,1,0,Mild,0,1,0,0,Moderate,0,0,1,0
146,Thor: The Dark World,(2013),112 min,PG-13,"Action, Adventure, Sci-Fi",7,http://www.imdb.com/title/tt1981115/,tt1981115,Mild,0,3,0,0,Moderate,0,0,2,0,Mild,0,2,0,0,None,1,0,0,0,Moderate,0,1,1,0
147,Star Trek: Into Darkness,(2013),132 min,PG-13,"Action, Adventure, Sci-Fi",7.8,http://www.imdb.com/title/tt1408101/,tt1408101,Mild,0,2,0,0,Moderate,0,0,2,0,Mild,0,3,0,0,Mild,0,2,0,0,Moderate,0,0,1,0
148,Now You See Me,(I) (2013),115 min,PG-13,"Crime, Mystery, Thriller",7.3,http://www.imdb.com/title/tt1670345/,tt1670345,Moderate,0,0,1,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
149,The Hangover Part III,(2013),100 min,R,"Comedy, Crime",5.9,http://www.imdb.com/title/tt1951261/,tt1951261,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
150,Kick-Ass 2,(2013),103 min,R,"Action, Comedy, Crime",6.6,http://www.imdb.com/title/tt1650554/,tt1650554,Severe,1,0,0,2,Severe,0,0,0,1,Severe,0,0,0,1,Mild,0,1,0,0,Moderate,0,0,1,0
151,The Lords of Salem,(2012),101 min,R,"Horror, Thriller",5.1,http://www.imdb.com/title/tt1731697/,tt1731697,Severe,0,0,0,1,Severe,0,0,0,1,Moderate,0,0,1,0,Severe,0,0,0,1,Severe,0,0,0,1
152,Iron Sky,(2012),93 min,R,"Action, Comedy, Sci-Fi",5.9,http://www.imdb.com/title/tt1034314/,tt1034314,None,1,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
153,The Impossible,(2012),114 min,PG-13,"Drama, Thriller",7.6,http://www.imdb.com/title/tt1649419/,tt1649419,Moderate,0,1,1,1,Severe,0,0,0,3,Mild,0,2,0,0,None,2,0,0,0,Severe,0,0,0,2
154,Filly Brown,(2012),80 min,R,"Drama, Music",5.7,http://www.imdb.com/title/tt1869425/,tt1869425,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
155,Antiviral,(2012),108 min,Not Rated,"Horror, Sci-Fi, Thriller",5.7,http://www.imdb.com/title/tt2099556/,tt2099556,Mild,0,1,0,0,Moderate,0,0,1,0,None,1,0,0,0,Mild,0,1,0,0,Severe,0,0,0,1
156,Anna Karenina,(I) (2012),129 min,R,"Drama, Romance",6.6,http://www.imdb.com/title/tt1781769/,tt1781769,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
157,The Cloth,(2013),88 min,Not Rated,"Action, Fantasy, Horror",2.7,http://www.imdb.com/title/tt2088923/,tt2088923,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
158,What Richard Did,(2012),88 min,TV-MA,Drama,6.3,http://www.imdb.com/title/tt2092011/,tt2092011,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
159,Stand Up Guys,(2012),95 min,R,"Comedy, Crime, Thriller",6.5,http://www.imdb.com/title/tt1389096/,tt1389096,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
160,Tomorrow You're Gone,(2012),93 min,Not Rated,Thriller,3.8,http://www.imdb.com/title/tt1838475/,tt1838475,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
161,Not Fade Away,(2012),112 min,R,Drama,6,http://www.imdb.com/title/tt1230215/,tt1230215,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
162,Any Day Now,(I) (2012),98 min,R,Drama,7.5,http://www.imdb.com/title/tt2066176/,tt2066176,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
163,Under the Bed,(I) (2012),87 min,R,Horror,4.6,http://www.imdb.com/title/tt1934458/,tt1934458,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
164,The Outback,(2012),85 min,PG,"Animation, Adventure, Family",4.7,http://www.imdb.com/title/tt1867086/,tt1867086,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
165,The Boondock Saints,(1999),108 min,R,"Action, Crime, Thriller",7.9,http://www.imdb.com/title/tt0144117/,tt0144117,Mild,0,2,1,0,Severe,0,0,1,2,Moderate,0,0,2,1,Mild,0,3,0,0,Moderate,0,1,2,0
166,The Evil Dead,(1981),85 min,NC-17,Horror,7.5,http://www.imdb.com/title/tt0083907/,tt0083907,Moderate,0,1,6,1,Severe,0,0,2,7,Mild,0,4,0,0,Mild,1,6,0,0,Severe,0,0,2,6
167,42,(2013),128 min,PG-13,"Biography, Drama, Sport",7.5,http://www.imdb.com/title/tt0453562/,tt0453562,Mild,0,1,0,0,Mild,0,1,0,0,Severe,0,0,0,1,Mild,0,1,0,0,Moderate,0,0,1,0
168,Evil Dead,(2013),91 min,R,"Fantasy, Horror, Thriller",6.5,http://www.imdb.com/title/tt1288558/,tt1288558,Mild,1,5,0,0,Severe,0,0,1,7,Moderate,0,0,5,1,Mild,0,7,0,0,Moderate,0,1,4,2
169,Scary Movie 5,(2013),86 min,PG-13,Comedy,3.5,http://www.imdb.com/title/tt0795461/,tt0795461,Severe,0,0,1,1,Severe,0,0,1,1,Severe,0,0,0,2,Severe,0,1,0,1,Severe,0,0,1,1
170,Broken City,(2013),109 min,R,"Crime, Drama, Thriller",6.2,http://www.imdb.com/title/tt1235522/,tt1235522,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
171,Gangster Squad,(2013),113 min,R,"Action, Crime, Drama",6.7,http://www.imdb.com/title/tt1321870/,tt1321870,Mild,0,1,0,0,Severe,0,0,0,1,Severe,0,0,0,1,Severe,0,0,0,1,Severe,0,0,0,1
172,Furious 6,(2013),130 min,PG-13,"Action, Crime, Thriller",7.1,http://www.imdb.com/title/tt1905041/,tt1905041,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
173,Pain & Gain,(2013),129 min,R,"Action, Comedy, Crime",6.4,http://www.imdb.com/title/tt1980209/,tt1980209,Moderate,0,0,3,0,Severe,0,0,0,2,Severe,0,0,0,2,Severe,0,0,0,2,Moderate,0,1,1,0
174,The Numbers Station,(2013),89 min,R,"Action, Thriller",5.6,http://www.imdb.com/title/tt1659338/,tt1659338,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
175,Mama,(I) (2013),100 min,PG-13,"Horror, Thriller",6.2,http://www.imdb.com/title/tt2023587/,tt2023587,Mild,0,3,0,0,Moderate,0,0,2,0,Moderate,0,1,1,0,Mild,1,1,0,0,Moderate,0,0,2,0
176,Pawn,(I) (2013),88 min,R,"Action, Crime, Mystery",5.7,http://www.imdb.com/title/tt1551630/,tt1551630,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
177,300: Rise of an Empire,(2014),102 min,R,"Action, Fantasy",6.2,http://www.imdb.com/title/tt1253863/,tt1253863,Severe,0,0,1,1,Severe,0,0,0,1,Moderate,0,0,1,0,Mild,0,1,0,0,Moderate,0,0,1,0
178,Temptation: Confessions of a Marriage Counselor,(2013),111 min,PG-13,"Drama, Thriller",5,http://www.imdb.com/title/tt2070862/,tt2070862,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
179,The Way Way Back,(2013),103 min,PG-13,"Comedy, Drama",7.4,http://www.imdb.com/title/tt1727388/,tt1727388,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
180,Grown Ups 2,(2013),101 min,PG-13,Comedy,5.4,http://www.imdb.com/title/tt2191701/,tt2191701,Moderate,0,0,1,0,Mild,0,1,0,0,Mild,0,1,0,0,Mild,0,1,0,0,None,1,0,0,0
181,Dark Skies,(2013),97 min,PG-13,"Horror, Sci-Fi, Thriller",6.3,http://www.imdb.com/title/tt2387433/,tt2387433,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
182,Assassins Run,(2013),88 min,R,"Action, Crime, Thriller",4.3,http://www.imdb.com/title/tt1502417/,tt1502417,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
183,Percy Jackson: Sea of Monsters,(2013),106 min,PG,"Adventure, Family, Fantasy",5.9,http://www.imdb.com/title/tt1854564/,tt1854564,None,1,0,0,0,Severe,0,0,1,1,Mild,0,1,0,0,Mild,0,1,0,0,Moderate,0,0,1,0
184,The Bling Ring,(2013),90 min,R,"Biography, Crime, Drama",5.6,http://www.imdb.com/title/tt2132285/,tt2132285,Moderate,0,0,1,0,Mild,0,1,0,0,Severe,0,0,0,1,Severe,0,0,0,1,Moderate,0,0,1,0
185,Identity Thief,(2013),111 min,R,"Comedy, Crime",5.7,http://www.imdb.com/title/tt2024432/,tt2024432,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
186,The Big Wedding,(2013),89 min,R,"Comedy, Drama, Romance",5.6,http://www.imdb.com/title/tt1931435/,tt1931435,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
187,Welcome to the Punch,(2013),99 min,R,"Action, Crime, Thriller",6.1,http://www.imdb.com/title/tt1684233/,tt1684233,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
188,Only God Forgives,(2013),90 min,R,"Crime, Drama",5.7,http://www.imdb.com/title/tt1602613/,tt1602613,Mild,0,1,0,0,Severe,0,0,0,1,Moderate,0,0,1,0,Moderate,0,0,1,0,Moderate,0,0,1,0
189,Devils of War,(2013),74 min,Not Rated,"Action, Horror",2,http://www.imdb.com/title/tt2675318/,tt2675318,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
190,Movie 43,(2013),94 min,R,"Comedy, Romance",4.3,http://www.imdb.com/title/tt1333125/,tt1333125,Severe,0,0,1,1,Be the first to evaluate this category,0,0,0,0,Severe,0,0,0,1,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
