,name,year,runtime,certificate,genre,rating,url
243,Harry Potter and the Prisoner of Azkaban,(2004),142 min,PG,"Adventure, Family, Fantasy",7.8,http://www.imdb.com/title/tt0304141/
244,The Incredibles,(2004),115 min,PG,"Animation, Action, Adventure",8,http://www.imdb.com/title/tt0317705/
245,Napoleon Dynamite,(2004),96 min,PG,Comedy,6.9,http://www.imdb.com/title/tt0374900/
246,Shaun of the Dead,(2004),99 min,R,"Comedy, Horror",8,http://www.imdb.com/title/tt0365748/
247,Crash,(I) (2004),112 min,R,"Crime, Drama, Thriller",7.8,http://www.imdb.com/title/tt0375679/
248,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",(2005),143 min,PG,"Adventure, Family, Fantasy",6.9,http://www.imdb.com/title/tt0363771/
249,Harry Potter and the Goblet of Fire,(2005),157 min,PG-13,"Adventure, Family, Fantasy",7.7,http://www.imdb.com/title/tt0330373/
250,Cars,(2006),117 min,G,"Animation, Comedy, Family",7.1,http://www.imdb.com/title/tt0317219/
251,Pan's Labyrinth,(2006),118 min,R,"Drama, Fantasy, War",8.2,http://www.imdb.com/title/tt0457430/
252,Superman Returns,(2006),154 min,PG-13,"Action, Adventure, Sci-Fi",6.1,http://www.imdb.com/title/tt0348150/
253,Talladega Nights: The Ballad of Ricky Bobby,(2006),108 min,PG-13,"Action, Comedy, Sport",6.6,http://www.imdb.com/title/tt0415306/
254,X-Men: The Last Stand,(2006),104 min,PG-13,"Action, Adventure, Fantasy",6.7,http://www.imdb.com/title/tt0376994/
255,The Bourne Ultimatum,(2007),115 min,PG-13,"Action, Mystery, Thriller",8.1,http://www.imdb.com/title/tt0440963/
256,Live Free or Die Hard,(2007),128 min,PG-13,"Action, Adventure, Thriller",7.2,http://www.imdb.com/title/tt0337978/
257,No Country for Old Men,(2007),122 min,R,"Crime, Drama, Thriller",8.1,http://www.imdb.com/title/tt0477348/
258,Ratatouille,(2007),111 min,G,"Animation, Comedy, Family",8,http://www.imdb.com/title/tt0382932/
259,Superbad,(2007),113 min,R,Comedy,7.6,http://www.imdb.com/title/tt0829482/
260,There Will Be Blood,(2007),158 min,R,"Drama, History",8.1,http://www.imdb.com/title/tt0469494/
261,Jumper,(2008),88 min,PG-13,"Action, Adventure, Sci-Fi",6.1,http://www.imdb.com/title/tt0489099/
262,Gran Torino,(2008),116 min,R,Drama,8.2,http://www.imdb.com/title/tt1205489/
263,The Incredible Hulk,(2008),112 min,PG-13,"Action, Adventure, Sci-Fi",6.8,http://www.imdb.com/title/tt0800080/
264,Pineapple Express,(2008),111 min,R,"Action, Comedy, Crime",7,http://www.imdb.com/title/tt0910936/
265,RocknRolla,(2008),114 min,R,"Action, Crime, Thriller",7.3,http://www.imdb.com/title/tt1032755/
266,Role Models,(2008),99 min,R,Comedy,6.9,http://www.imdb.com/title/tt0430922/
267,Step Brothers,(2008),98 min,R,Comedy,6.9,http://www.imdb.com/title/tt0838283/
268,Wanted,(2008),110 min,R,"Action, Crime, Fantasy",6.7,http://www.imdb.com/title/tt0493464/
269,District 9,(2009),112 min,R,"Sci-Fi, Thriller",8,http://www.imdb.com/title/tt1136608/
270,Harry Potter and the Half-Blood Prince,(2009),153 min,PG,"Adventure, Family, Fantasy",7.5,http://www.imdb.com/title/tt0417741/
271,Law Abiding Citizen,(2009),109 min,R,"Crime, Drama, Thriller",7.4,http://www.imdb.com/title/tt1197624/
272,Terminator Salvation,(2009),115 min,PG-13,"Action, Adventure, Drama",6.6,http://www.imdb.com/title/tt0438488/
273,Transformers: Revenge of the Fallen,(2009),150 min,PG-13,"Action, Adventure, Sci-Fi",6,http://www.imdb.com/title/tt1055369/
274,Watchmen,(2009),162 min,R,"Action, Drama, Mystery",7.6,http://www.imdb.com/title/tt0409459/
275,Sherlock Holmes,(2009),128 min,PG-13,"Action, Adventure, Crime",7.6,http://www.imdb.com/title/tt0988045/
276,The A-Team,(2010),117 min,PG-13,"Action, Adventure, Comedy",6.8,http://www.imdb.com/title/tt0429493/
277,Alice in Wonderland,(I) (2010),108 min,PG,"Adventure, Family, Fantasy",6.5,http://www.imdb.com/title/tt1014759/
278,Black Swan,(2010),108 min,R,"Drama, Thriller",8,http://www.imdb.com/title/tt0947798/
279,The Book of Eli,(2010),118 min,R,"Action, Adventure, Drama",6.9,http://www.imdb.com/title/tt1037705/
280,Clash of the Titans,(2010),106 min,PG-13,"Action, Adventure, Fantasy",5.8,http://www.imdb.com/title/tt0800320/
281,Due Date,(2010),95 min,R,"Comedy, Drama",6.6,http://www.imdb.com/title/tt1231583/
282,The Expendables,(2010),103 min,R,"Action, Adventure, Thriller",6.5,http://www.imdb.com/title/tt1320253/
283,Get Him to the Greek,(2010),109 min,R,"Comedy, Music",6.4,http://www.imdb.com/title/tt1226229/
284,Harry Potter and the Deathly Hallows: Part 1,(2010),146 min,PG-13,"Adventure, Family, Fantasy",7.7,http://www.imdb.com/title/tt0926084/
285,The Other Guys,(2010),107 min,PG-13,"Action, Comedy, Crime",6.7,http://www.imdb.com/title/tt1386588/
286,Percy Jackson & the Olympians: The Lightning Thief,(2010),118 min,PG,"Adventure, Family, Fantasy",5.9,http://www.imdb.com/title/tt0814255/
287,Robin Hood,(2010),140 min,PG-13,"Action, Adventure, Drama",6.7,http://www.imdb.com/title/tt0955308/
288,Salt,(2010),100 min,PG-13,"Action, Crime, Mystery",6.4,http://www.imdb.com/title/tt0944835/
289,The Town,(2010),125 min,R,"Crime, Drama, Thriller",7.6,http://www.imdb.com/title/tt0840361/
290,Bad Teacher,(2011),92 min,R,Comedy,5.7,http://www.imdb.com/title/tt1284575/
291,Battle Los Angeles,(2011),116 min,PG-13,"Action, Sci-Fi",5.8,http://www.imdb.com/title/tt1217613/
292,Cars 2,(2011),106 min,G,"Animation, Adventure, Comedy",6.2,http://www.imdb.com/title/tt1216475/
293,The Change-Up,(2011),112 min,R,"Comedy, Fantasy",6.3,http://www.imdb.com/title/tt1488555/
294,Cowboys & Aliens,(2011),119 min,PG-13,"Action, Sci-Fi, Thriller",6,http://www.imdb.com/title/tt0409847/
295,Green Lantern,(2011),114 min,PG-13,"Action, Adventure, Sci-Fi",5.6,http://www.imdb.com/title/tt1133985/
296,The Hangover Part II,(2011),102 min,R,"Comedy, Mystery",6.5,http://www.imdb.com/title/tt1411697/
297,Horrible Bosses,(2011),98 min,R,"Comedy, Crime",6.9,http://www.imdb.com/title/tt1499658/
298,I Am Number Four,(2011),109 min,PG-13,"Action, Adventure, Sci-Fi",6.1,http://www.imdb.com/title/tt1464540/
299,Paul,(2011),104 min,R,"Adventure, Comedy, Sci-Fi",7,http://www.imdb.com/title/tt1092026/
300,Rio,(2011),96 min,G,"Animation, Adventure, Comedy",6.9,http://www.imdb.com/title/tt1436562/
301,Rise of the Planet of the Apes,(2011),105 min,PG-13,"Action, Drama, Sci-Fi",7.6,http://www.imdb.com/title/tt1318514/
302,Scream 4,(2011),111 min,R,"Horror, Mystery",6.2,http://www.imdb.com/title/tt1262416/
303,Source Code,(2011),93 min,PG-13,"Mystery, Romance, Sci-Fi",7.5,http://www.imdb.com/title/tt0945513/
304,Sucker Punch,(2011),110 min,PG-13,"Action, Fantasy",6.1,http://www.imdb.com/title/tt0978764/
305,50/50,(2011),100 min,R,"Comedy, Drama, Romance",7.7,http://www.imdb.com/title/tt1306980/
306,Contagion,(2011),106 min,PG-13,"Drama, Thriller",6.6,http://www.imdb.com/title/tt1598778/
307,The Descendants,(2011),115 min,R,"Comedy, Drama",7.3,http://www.imdb.com/title/tt1033575/
308,The Ides of March,(2011),101 min,R,"Drama, Thriller",7.1,http://www.imdb.com/title/tt1124035/
309,Immortals,(2011),110 min,R,"Action, Drama, Fantasy",6,http://www.imdb.com/title/tt1253864/
310,Real Steel,(2011),127 min,PG-13,"Action, Drama, Family",7.1,http://www.imdb.com/title/tt0433035/
311,Sherlock Holmes: A Game of Shadows,(2011),129 min,PG-13,"Action, Adventure, Crime",7.5,http://www.imdb.com/title/tt1515091/
312,Tinker Tailor Soldier Spy,(2011),122 min,R,"Drama, Mystery, Thriller",7.1,http://www.imdb.com/title/tt1340800/
313,We Bought a Zoo,(2011),124 min,PG,"Comedy, Drama, Family",7.1,http://www.imdb.com/title/tt1389137/
314,Abraham Lincoln: Vampire Hunter,(2012),105 min,R,"Action, Fantasy, Horror",5.9,http://www.imdb.com/title/tt1611224/
315,Alex Cross,(2012),101 min,PG-13,"Action, Crime, Mystery",5.1,http://www.imdb.com/title/tt1712170/
316,Chasing Mavericks,(2012),116 min,PG,"Biography, Drama, Sport",7.2,http://www.imdb.com/title/tt1629757/
317,Chernobyl Diaries,(2012),86 min,R,"Horror, Mystery, Thriller",5,http://www.imdb.com/title/tt1991245/
318,Chronicle,(2012),84 min,PG-13,"Sci-Fi, Thriller",7.1,http://www.imdb.com/title/tt1706593/
319,The Collection,(II) (2012),82 min,R,"Horror, Thriller",6.1,http://www.imdb.com/title/tt1748227/
320,Contraband,(2012),109 min,R,"Action, Crime, Drama",6.5,http://www.imdb.com/title/tt1524137/
321,The Dictator,(2012),83 min,R,Comedy,6.4,http://www.imdb.com/title/tt1645170/
322,Fun Size,(2012),86 min,PG-13,"Adventure, Comedy",5.4,http://www.imdb.com/title/tt1663143/
323,The Grey,(2011),117 min,R,"Action, Adventure, Drama",6.8,http://www.imdb.com/title/tt1601913/
324,Haywire,(2011),93 min,R,"Action, Thriller",5.8,http://www.imdb.com/title/tt1506999/
325,House at the End of the Street,(2012),101 min,PG-13,"Drama, Horror, Thriller",5.6,http://www.imdb.com/title/tt1582507/
326,Ice Age: Continental Drift,(2012),88 min,PG,"Animation, Adventure, Comedy",6.6,http://www.imdb.com/title/tt1667889/
327,Lockout,(2012),95 min,PG-13,"Action, Adventure, Sci-Fi",6.1,http://www.imdb.com/title/tt1592525/
328,The Lorax,(2012),86 min,PG,"Animation, Adventure, Comedy",6.4,http://www.imdb.com/title/tt1482459/
329,Madagascar 3: Europe's Most Wanted,(2012),93 min,PG,"Animation, Adventure, Comedy",6.9,http://www.imdb.com/title/tt1277953/
330,The Odd Life of Timothy Green,(2012),105 min,PG,"Comedy, Drama, Family",6.6,http://www.imdb.com/title/tt1462769/
331,ParaNorman,(2012),92 min,PG,"Animation, Adventure, Comedy",7,http://www.imdb.com/title/tt1623288/
332,Premium Rush,(2012),91 min,PG-13,"Action, Crime, Thriller",6.5,http://www.imdb.com/title/tt1547234/
333,The Raven,(I) (2012),110 min,R,"Crime, Mystery, Thriller",6.4,http://www.imdb.com/title/tt1486192/
334,Resident Evil: Retribution,(2012),95 min,R,"Action, Horror, Sci-Fi",5.4,http://www.imdb.com/title/tt1855325/
335,Safe House,(2012),115 min,R,"Action, Crime, Mystery",6.8,http://www.imdb.com/title/tt1599348/
336,Silent Hill: Revelation,(2012),95 min,R,"Adventure, Drama, Horror",5,http://www.imdb.com/title/tt0938330/
337,Wanderlust,(2012),98 min,R,Comedy,5.6,http://www.imdb.com/title/tt1655460/
338,The Watch,(I) (2012),102 min,R,"Action, Comedy, Sci-Fi",5.7,http://www.imdb.com/title/tt1298649/
339,Wrath of the Titans,(2012),99 min,PG-13,"Action, Adventure, Fantasy",5.8,http://www.imdb.com/title/tt1646987/
340,The Last Stand,(2013),107 min,R,"Action, Crime, Thriller",6.4,http://www.imdb.com/title/tt1549920/
341,Snowpiercer,(2013),126 min,R,"Action, Fantasy, Sci-Fi",7,http://www.imdb.com/title/tt1706620/
342,Stoker,(2013),99 min,R,"Drama, Thriller",6.8,http://www.imdb.com/title/tt1682180/
343,Monsters University,(2013),104 min,G,"Animation, Adventure, Comedy",7.3,http://www.imdb.com/title/tt1453405/
344,Carrie,(2013),100 min,R,"Drama, Horror",5.9,http://www.imdb.com/title/tt1939659/
345,Despicable Me 2,(2013),98 min,PG,"Animation, Adventure, Comedy",7.4,http://www.imdb.com/title/tt1690953/
346,Anchorman 2: The Legend Continues,(2013),119 min,PG-13,Comedy,6.3,http://www.imdb.com/title/tt1229340/
347,White House Down,(2013),131 min,PG-13,"Action, Drama, Thriller",6.4,http://www.imdb.com/title/tt2334879/
348,Riddick,(2013),119 min,R,"Action, Sci-Fi, Thriller",6.4,http://www.imdb.com/title/tt1411250/
349,Old Boy,(2013),104 min,R,"Action, Drama, Mystery",5.8,http://www.imdb.com/title/tt1321511/
350,The Story of Luke,(2012),96 min,Not Rated,"Comedy, Drama",7.2,http://www.imdb.com/title/tt1038693/
351,Stolen,(2012),96 min,R,"Action, Crime, Drama",5.5,http://www.imdb.com/title/tt1656186/
352,Beasts of the Southern Wild,(2012),93 min,PG-13,"Adventure, Drama, Fantasy",7.3,http://www.imdb.com/title/tt2125435/
353,Deadfall,(2012),95 min,R,"Crime, Drama, Thriller",6.3,http://www.imdb.com/title/tt1667310/
354,On the Road,(2012),124 min,R,"Adventure, Drama, Romance",6.1,http://www.imdb.com/title/tt0337692/
355,The Paperboy,(2012),107 min,R,"Drama, Thriller",5.8,http://www.imdb.com/title/tt1496422/
356,The Tall Man,(2012),106 min,R,"Crime, Drama, Horror",5.9,http://www.imdb.com/title/tt1658837/
357,John Dies at the End,(2012),99 min,R,"Comedy, Horror, Sci-Fi",6.4,http://www.imdb.com/title/tt1783732/
358,Great Expectations,(2012),128 min,PG-13,"Drama, Romance",6.4,http://www.imdb.com/title/tt1836808/
359,The Awakening,(I) (2011),102 min,R,"Horror, Thriller",6.5,http://www.imdb.com/title/tt1687901/
360,Shame,(2011),101 min,NC-17,Drama,7.2,http://www.imdb.com/title/tt1723811/
361,The Best Exotic Marigold Hotel,(2011),124 min,PG-13,"Comedy, Drama, Romance",7.3,http://www.imdb.com/title/tt1412386/
362,Moon,(2009),97 min,R,"Drama, Mystery, Sci-Fi",7.9,http://www.imdb.com/title/tt1182345/
363,Fast & Furious,(2009),107 min,PG-13,"Action, Crime, Thriller",6.6,http://www.imdb.com/title/tt1013752/
364,The Hurt Locker,(2008),131 min,R,"Drama, History, Thriller",7.6,http://www.imdb.com/title/tt0887912/
365,Memento,(2000),113 min,R,"Mystery, Thriller",8.5,http://www.imdb.com/title/tt0209144/
366,Donnie Darko,(2001),113 min,R,"Drama, Sci-Fi, Thriller",8.1,http://www.imdb.com/title/tt0246578/
367,Coffee and Cigarettes,(2003),95 min,R,"Comedy, Drama, Music",7.1,http://www.imdb.com/title/tt0379217/
368,American History X,(1998),119 min,R,"Crime, Drama",8.5,http://www.imdb.com/title/tt0120586/
369,Trainspotting,(1996),94 min,R,Drama,8.2,http://www.imdb.com/title/tt0117951/
370,Reservoir Dogs,(1992),99 min,R,"Crime, Drama, Thriller",8.3,http://www.imdb.com/title/tt0105236/
371,Dazed and Confused,(1993),102 min,R,Comedy,7.7,http://www.imdb.com/title/tt0106677/
372,The Shining,(1980),146 min,R,"Drama, Horror",8.4,http://www.imdb.com/title/tt0081505/
373,Noah,(2014),138 min,PG-13,"Action, Adventure, Drama",5.8,http://www.imdb.com/title/tt1959490/
374,Guardians of the Galaxy,(2014),121 min,PG-13,"Action, Adventure, Sci-Fi",8.1,http://www.imdb.com/title/tt2015381/
375,Teenage Mutant Ninja Turtles,(2014),101 min,PG-13,"Action, Adventure, Comedy",5.8,http://www.imdb.com/title/tt1291150/
376,The Expendables 3,(2014),126 min,PG-13,"Action, Adventure, Thriller",6.1,http://www.imdb.com/title/tt2333784/
377,Java Heat,(2013),104 min,R,"Action, Crime, Drama",5.2,http://www.imdb.com/title/tt2083231/
378,Dead Man Down,(2013),118 min,R,"Action, Crime, Drama",6.5,http://www.imdb.com/title/tt2101341/
379,Sin City: A Dame to Kill For,(2014),102 min,R,"Crime, Thriller",6.5,http://www.imdb.com/title/tt0458481/
380,21 & Over,(2013),93 min,R,Comedy,5.9,http://www.imdb.com/title/tt1711425/
381,Parker,(2013),118 min,R,"Action, Crime, Romance",6.2,http://www.imdb.com/title/tt1904996/
382,Till We Meet Again,(2016),105 min,Not Rated,"Adventure, Drama",5.9,http://www.imdb.com/title/tt2461340/
383,Escape from Planet Earth,(2013),89 min,PG,"Animation, Adventure, Comedy",5.9,http://www.imdb.com/title/tt0765446/
384,A Resurrection,(2013),89 min,R,"Horror, Thriller",4,http://www.imdb.com/title/tt1817276/
385,The Internship,(2013),119 min,PG-13,Comedy,6.3,http://www.imdb.com/title/tt2234155/
386,Epic,(2013),102 min,PG,"Animation, Adventure, Family",6.7,http://www.imdb.com/title/tt0848537/
387,Revelation Road: The Beginning of the End,(2013),88 min,Not Rated,Action,5,http://www.imdb.com/title/tt2412746/
388,Jaws,(1975),124 min,PG,"Adventure, Drama, Thriller",8,http://www.imdb.com/title/tt0073195/
389,The Man with the Golden Gun,(1974),125 min,PG,"Action, Adventure, Thriller",6.8,http://www.imdb.com/title/tt0071807/
390,Taxi Driver,(1976),113 min,R,"Crime, Drama",8.3,http://www.imdb.com/title/tt0075314/
391,Aliens,(1986),137 min,R,"Action, Adventure, Sci-Fi",8.4,http://www.imdb.com/title/tt0090605/
392,Platoon,(1986),120 min,R,"Drama, War",8.1,http://www.imdb.com/title/tt0091763/
393,Stand by Me,(1986),89 min,R,"Adventure, Drama",8.1,http://www.imdb.com/title/tt0092005/
394,Predator,(1987),107 min,R,"Action, Sci-Fi, Thriller",7.8,http://www.imdb.com/title/tt0093773/
395,Back to the Future Part II,(1989),108 min,PG,"Adventure, Comedy, Sci-Fi",7.8,http://www.imdb.com/title/tt0096874/
396,Dead Poets Society,(1989),128 min,PG,"Comedy, Drama",8,http://www.imdb.com/title/tt0097165/
397,Indiana Jones and the Last Crusade,(1989),127 min,PG-13,"Action, Adventure, Fantasy",8.3,http://www.imdb.com/title/tt0097576/
398,Rain Man,(1988),133 min,R,Drama,8,http://www.imdb.com/title/tt0095953/
399,Who Framed Roger Rabbit,(1988),104 min,PG,"Animation, Adventure, Comedy",7.7,http://www.imdb.com/title/tt0096438/
400,Home Alone,(1990),103 min,PG,"Comedy, Family",7.5,http://www.imdb.com/title/tt0099785/
401,Total Recall,(1990),113 min,R,"Action, Sci-Fi, Thriller",7.5,http://www.imdb.com/title/tt0100802/
402,Unforgiven,(1992),130 min,R,"Drama, Western",8.2,http://www.imdb.com/title/tt0105695/
403,Army of Darkness,(1992),81 min,R,"Comedy, Horror",7.6,http://www.imdb.com/title/tt0106308/
404,The Sandlot,(1993),101 min,PG,"Comedy, Drama, Family",7.8,http://www.imdb.com/title/tt0108037/
405,The Crow,(1994),102 min,R,"Action, Drama, Fantasy",7.6,http://www.imdb.com/title/tt0109506/
406,Dumb and Dumber,(1994),107 min,PG-13,Comedy,7.3,http://www.imdb.com/title/tt0109686/
407,Twelve Monkeys,(1995),129 min,R,"Mystery, Sci-Fi, Thriller",8,http://www.imdb.com/title/tt0114746/
408,Fargo,(1996),98 min,R,"Crime, Drama, Thriller",8.1,http://www.imdb.com/title/tt0116282/
409,The Rock,(1996),136 min,R,"Action, Adventure, Thriller",7.4,http://www.imdb.com/title/tt0117500/
410,Boogie Nights,(1997),155 min,R,Drama,7.9,http://www.imdb.com/title/tt0118749/
411,The Fifth Element,(1997),126 min,PG-13,"Action, Adventure, Sci-Fi",7.7,http://www.imdb.com/title/tt0119116/
412,L.A. Confidential,(1997),138 min,R,"Crime, Drama, Mystery",8.3,http://www.imdb.com/title/tt0119488/
413,Liar Liar,(1997),86 min,PG-13,"Comedy, Fantasy",6.8,http://www.imdb.com/title/tt0119528/
414,The Lost World: Jurassic Park,(1997),129 min,PG-13,"Action, Adventure, Sci-Fi",6.5,http://www.imdb.com/title/tt0119567/
415,Men in Black,(1997),98 min,PG-13,"Adventure, Comedy, Family",7.3,http://www.imdb.com/title/tt0119654/
416,Fear and Loathing in Las Vegas,(1998),118 min,R,"Adventure, Comedy, Drama",7.7,http://www.imdb.com/title/tt0120669/
417,Stepmom,(1998),124 min,PG-13,"Comedy, Drama",6.7,http://www.imdb.com/title/tt0120686/
418,Magnolia,(1999),188 min,R,Drama,8,http://www.imdb.com/title/tt0175880/
419,Almost Famous,(2000),122 min,R,"Adventure, Comedy, Drama",7.9,http://www.imdb.com/title/tt0181875/
420,"O Brother, Where Art Thou?",(2000),107 min,PG-13,"Adventure, Comedy, Crime",7.8,http://www.imdb.com/title/tt0190590/
421,The Fast and the Furious,(2001),106 min,PG-13,"Action, Crime, Thriller",6.7,http://www.imdb.com/title/tt0232500/
422,Jurassic Park III,(2001),92 min,PG-13,"Action, Adventure, Sci-Fi",5.9,http://www.imdb.com/title/tt0163025/
423,Ocean's Eleven,(2001),116 min,PG-13,"Crime, Thriller",7.8,http://www.imdb.com/title/tt0240772/
424,Scary Movie 2,(2001),83 min,R,Comedy,5.3,http://www.imdb.com/title/tt0257106/
425,Shrek,(2001),90 min,PG,"Animation, Adventure, Comedy",7.9,http://www.imdb.com/title/tt0126029/
426,Training Day,(2001),122 min,R,"Crime, Drama, Thriller",7.7,http://www.imdb.com/title/tt0139654/
427,8 Mile,(2002),110 min,R,"Drama, Music",7.1,http://www.imdb.com/title/tt0298203/
428,The Bourne Identity,(2002),119 min,PG-13,"Action, Mystery, Thriller",7.9,http://www.imdb.com/title/tt0258463/
429,Harry Potter and the Chamber of Secrets,(2002),161 min,PG,"Adventure, Family, Fantasy",7.4,http://www.imdb.com/title/tt0295297/
430,Minority Report,(2002),145 min,PG-13,"Action, Adventure, Crime",7.7,http://www.imdb.com/title/tt0181689/
431,28 Days Later...,(2002),113 min,R,"Drama, Horror, Sci-Fi",7.6,http://www.imdb.com/title/tt0289043/
432,Lost in Translation,(2003),102 min,R,Drama,7.8,http://www.imdb.com/title/tt0335266/
433,Old School,(2003),88 min,R,Comedy,7.2,http://www.imdb.com/title/tt0302886/
434,School of Rock,(2003),108 min,PG-13,"Comedy, Family, Music",7.1,http://www.imdb.com/title/tt0332379/
435,X2,(2003),134 min,PG-13,"Action, Adventure, Fantasy",7.5,http://www.imdb.com/title/tt0290334/
